"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL5834041"	""	"None"	"351.37"	"0"	"1.94"	"BDBM413291"	"COc1cc(-c2cnn(-c3ccc(C(=O)NC4CC4)cn3)c2O)ccn1"	"IC50"	"'='"	"83.2"	"nM"	"7.08"	""	"823847"	"UO_0000065"	"20.15"	"0.37"	"5.14"	"6.93"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"83.2"
"CHEMBL5862581"	""	"None"	"405.46"	"0"	"2.98"	"BDBM413143"	"COCCCCNC(=O)c1ccc(-n2ncc(-c3ccc(C#N)cc3C)c2O)nc1"	"IC50"	"'='"	"5.01"	"nM"	"8.30"	""	"823699"	"UO_0000065"	"20.47"	"0.38"	"5.32"	"7.34"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"5.01"
"CHEMBL5814471"	""	"None"	"446.49"	"0"	"2.88"	"BDBM413152"	"Cc1cc(C#N)c(F)cc1-c1cnn(-c2ccc(C(=O)N3CCN(C)C4(CC4)C3)cn2)c1O"	"IC50"	"'='"	"2.34"	"nM"	"8.63"	""	"823708"	"UO_0000065"	"19.33"	"0.36"	"5.75"	"8.78"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"2.34"
"CHEMBL4165865"	""	"None"	"329.27"	"0"	"-0.21"	"42"	"N#Cc1cc2c3c(c1)c(O)c(C(=O)NCC(=O)O)c(=O)n3CCO2"	"IC50"	"'='"	"1.8"	"nM"	"8.74"	""	""	"UO_0000065"	"26.56"	"0.50"	"8.95"	"6.17"	"0"	"CHEMBL4149394"	"Inhibition of FLAG- tagged full length HIF-PHD2 (unknown origin) expressed in baculovirus-infected Sf9 cells using biotin labelled DLDLEMLAPYIPMDDDFQL as substrate preincubated for 5 mins followed by substrate addition measured after 45 mins by LANCE assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4145565"	"1"	"Scientific Literature"	"J Med Chem"	"2018"	"None"	""	""	""	"1.8"
"CHEMBL1230217"	""	"None"	"288.09"	"0"	"1.68"	"3b"	"O=C(O)CNC(=O)c1nc2cc(Cl)c(Cl)cc2[nH]1"	"IC50"	"'='"	"12589.25"	"nM"	"4.90"	""	""	"UO_0000065"	"17.01"	"0.37"	"3.22"	"5.15"	"0"	"CHEMBL1696528"	"Inhibition of PHD2"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1687704"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2010"	"None"	""	""	""	"4.9"
"CHEMBL1688396"	""	"None"	"298.10"	"0"	"1.14"	"3c"	"O=C(O)CNC(=O)c1nc2cc(Br)ccc2[nH]1"	"IC50"	"'='"	"25118.86"	"nM"	"4.60"	""	""	"UO_0000065"	"15.43"	"0.37"	"3.46"	"4.84"	"0"	"CHEMBL1696528"	"Inhibition of PHD2"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1687704"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2010"	"None"	""	""	""	"4.6"
"CHEMBL6047113"	""	"None"	"402.35"	"0"	"2.65"	"BDBM475492"	"CCCS(=O)(=O)c1cc2[nH]c(-n3cc(C(=O)O)cn3)nc2cc1C(F)(F)F"	"IC50"	"'='"	"31.6"	"nM"	"7.50"	""	"985767"	"UO_0000065"	"18.64"	"0.38"	"4.85"	"6.36"	"0"	"CHEMBL5736183"	"Enzyme Activity Assay: The PHD2181-417 polypeptide (3 μg) was pre-incubated for 30 minutes with test compound prior to assessing the enzymatic activity of the polypeptide. The PHD enzymatic assay was then performed by transferring the purified PHD2181-417 polypeptide (3 μg) mixture with compound to 0.5 ml of reaction mixture containing the following: synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes in the presence of compound. The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μl) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in [14C]-succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.). IC50 values up to 10 μM were quantified otherwise were noted as >10 μM. All compounds were diluted at 10 mM in 100% DMSO (w/v) and tested from 10 μM to 3 nM at half-log serial dilutions, with a final concentration of 2% DMSO (w/v) in the assay."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728148"	"37"	"BindingDB Patent Bioactivity Data"	""	"2020"	"None"	""	""	""	"31.6"
"CHEMBL5967248"	""	"None"	"358.30"	"0"	"2.20"	"BDBM475496"	"C[S+]([O-])c1cc2[nH]c(-n3cc(C(=O)O)cn3)nc2cc1C(F)(F)F"	"IC50"	"'='"	"50.1"	"nM"	"7.30"	""	"985771"	"UO_0000065"	"20.37"	"0.42"	"5.10"	"6.83"	"0"	"CHEMBL5736183"	"Enzyme Activity Assay: The PHD2181-417 polypeptide (3 μg) was pre-incubated for 30 minutes with test compound prior to assessing the enzymatic activity of the polypeptide. The PHD enzymatic assay was then performed by transferring the purified PHD2181-417 polypeptide (3 μg) mixture with compound to 0.5 ml of reaction mixture containing the following: synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes in the presence of compound. The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μl) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in [14C]-succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.). IC50 values up to 10 μM were quantified otherwise were noted as >10 μM. All compounds were diluted at 10 mM in 100% DMSO (w/v) and tested from 10 μM to 3 nM at half-log serial dilutions, with a final concentration of 2% DMSO (w/v) in the assay."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728148"	"37"	"BindingDB Patent Bioactivity Data"	""	"2020"	"None"	""	""	""	"50.1"
"CHEMBL6008008"	""	"None"	"484.84"	"0"	"4.09"	"BDBM475567"	"O=C(O)c1cnn(-c2nc3cc(S(=O)(=O)Cc4ccc(C(F)(F)F)cc4)c(Cl)cc3[nH]2)c1"	"IC50"	"'='"	"20.0"	"nM"	"7.70"	""	"985842"	"UO_0000065"	"15.88"	"0.33"	"3.61"	"6.53"	"0"	"CHEMBL5736183"	"Enzyme Activity Assay: The PHD2181-417 polypeptide (3 μg) was pre-incubated for 30 minutes with test compound prior to assessing the enzymatic activity of the polypeptide. The PHD enzymatic assay was then performed by transferring the purified PHD2181-417 polypeptide (3 μg) mixture with compound to 0.5 ml of reaction mixture containing the following: synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes in the presence of compound. The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μl) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in [14C]-succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.). IC50 values up to 10 μM were quantified otherwise were noted as >10 μM. All compounds were diluted at 10 mM in 100% DMSO (w/v) and tested from 10 μM to 3 nM at half-log serial dilutions, with a final concentration of 2% DMSO (w/v) in the assay."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728148"	"37"	"BindingDB Patent Bioactivity Data"	""	"2020"	"None"	""	""	""	"20.0"
"CHEMBL3671906"	""	"None"	"367.36"	"0"	"1.27"	"BDBM141588"	"Cc1nc(C(=O)NCC(=O)O)c(O)c2ccn(Cc3ccccc3)c(=O)c12"	"IC50"	"'='"	"1100.0"	"nM"	"5.96"	""	"460744"	"UO_0000065"	"16.22"	"0.30"	"4.69"	"4.90"	"1"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"1100.0"
"CHEMBL3671917"	""	"None"	"378.34"	"0"	"0.84"	"BDBM141599"	"N#Cc1nc(C(=O)NCC(=O)O)c(O)c2c(=O)n(Cc3ccccc3)ccc12"	"IC50"	"'='"	"9300.0"	"nM"	"5.03"	""	"460755"	"UO_0000065"	"13.30"	"0.25"	"4.19"	"3.46"	"1"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"9300.0"
"CHEMBL4638332"	""	"None"	"419.23"	"0"	"2.92"	"18"	"C[C@H](c1ccc(Cl)c(Cl)c1)n1ncc2nc(-n3cc(C(=O)O)cn3)[nH]c(=O)c21"	"IC50"	"'='"	"60.0"	"nM"	"7.22"	""	""	"UO_0000065"	"17.23"	"0.35"	"4.30"	"6.08"	"0"	"CHEMBL4621868"	"Inhibition of HIF-PHD2 (unknown origin) using FAM-HIF2alpha peptide incubated for 20 to 40 mins by fluorescence polarization assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4619793"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2020"	"None"	""	""	""	"60.0"
"CHEMBL426560"	""	"None"	"280.67"	"0"	"1.41"	"7"	"O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O"	"IC50"	"'='"	"640.0"	"nM"	"6.19"	""	""	"UO_0000065"	"22.07"	"0.45"	"4.78"	"6.22"	"0"	"CHEMBL4621868"	"Inhibition of HIF-PHD2 (unknown origin) using FAM-HIF2alpha peptide incubated for 20 to 40 mins by fluorescence polarization assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4619793"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2020"	"None"	""	""	""	"640.0"
"CHEMBL3924386"	""	"None"	"419.44"	"0"	"3.75"	"BDBM240949"	"Cc1ccc(Oc2ccc3c(O)c(C(=O)NCC(C)(C)C(=O)O)nc(C#N)c3c2)cc1"	"IC50"	"'='"	"3900.0"	"nM"	"5.41"	""	"420633"	"UO_0000065"	"12.90"	"0.24"	"1.66"	"4.08"	"0"	"CHEMBL3888868"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. HIF-pH, e.g., PHD1 (EGLN2) or PHD2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 μM α-ketoglutaric acid sodium salt, 0.30 mCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 μM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 μM peptide substrate and various concentrations of compound of the invention. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"BTI-TN-5B1-4"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886870"	"37"	"BindingDB Patent Bioactivity Data"	""	"2016"	"CHEMBL3833782"	""	""	""	"3900.0"
